#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment	new_name
CMU001892F	CMU000178F	CMU000026F	99.98	109.33	HAPLOTIG	000177F_000
CMU001912F	CMU000178F	CMU000000F	80.71	95.15	HAPLOTIG	000177F_001
CMU002508F	CMU000195F	CMU000144F	93.95	152.73	HAPLOTIG	000178F_000
CMU002080F	CMU000168F	CMU000012F	99.87	309.20	REPEAT	000179F_000
CMU002251F	CMU000197F	CMU000019F	99.99	101.43	HAPLOTIG	000180F_000
CMU002533F	CMU000197F	CMU000024F	100.00	162.53	HAPLOTIG	000180F_001
CMU001262F	CMU000194F	CMU000463F	100.00	118.87	HAPLOTIG	000182F_000
CMU002272F	CMU000194F	CMU001345F	99.90	100.05	HAPLOTIG	000182F_001
CMU002087F	CMU000205F	CMU001491F	99.99	111.25	HAPLOTIG	000184F_000
CMU001081F	CMU000204F	CMU000092F	78.27	78.76	HAPLOTIG	000187F_000
CMU001595F	CMU000204F	CMU000398F	100.00	110.04	HAPLOTIG	000187F_001
CMU001890F	CMU000201F	CMU000028F	99.98	125.76	HAPLOTIG	000188F_000
CMU002013F	CMU000201F	CMU000091F	100.00	108.60	HAPLOTIG	000188F_001
CMU000459F	CMU000190F	CMU000092F	92.08	94.67	HAPLOTIG	000189F_000
CMU002113F	CMU000177F	CMU000000F	100.00	125.41	HAPLOTIG	000190F_000
CMU002414F	CMU000196F	CMU000012F	100.00	112.65	HAPLOTIG	000191F_000
CMU002688F	CMU000207F	CMU000143F	100.00	123.23	HAPLOTIG	000193F_000
CMU002468F	CMU000199F	CMU000956F	82.44	315.56	REPEAT	000194F_000
CMU003121F	CMU000199F	CMU000586F	75.41	99.89	HAPLOTIG	000194F_001
CMU003080F	CMU000199F	CMU000720F	99.81	166.92	HAPLOTIG	000194F_002
CMU002284F	CMU000216F	CMU000091F	99.99	134.58	HAPLOTIG	000198F_000
CMU002398F	CMU000209F	CMU000228F	99.76	128.68	HAPLOTIG	000202F_000
CMU002651F	CMU000209F	CMU000979F	100.00	201.26	HAPLOTIG	000202F_001
CMU001211F	CMU000200F	CMU000075F	100.00	299.78	REPEAT	000203F_000
CMU001704F	CMU000200F	CMU000273F	100.00	140.06	HAPLOTIG	000203F_001
CMU001119F	CMU000217F	CMU000000F	99.71	130.06	HAPLOTIG	000204F_000
CMU001392F	CMU000217F	CMU000019F	99.85	117.11	HAPLOTIG	000204F_001
CMU001457F	CMU000217F	CMU000000F	91.96	135.95	HAPLOTIG	000204F_002
CMU002176F	CMU000217F	CMU000002F	96.47	309.78	REPEAT	000204F_003
CMU002475F	CMU000217F	CMU000002F	99.96	122.56	HAPLOTIG	000204F_004
CMU001822F	CMU000203F	CMU000029F	100.00	100.70	HAPLOTIG	000207F_000
CMU002458F	CMU000180F	CMU001995F	80.12	107.92	HAPLOTIG	000209F_000
CMU003550F	CMU000180F	CMU001995F	93.59	371.79	REPEAT	000209F_001
CMU003145F	CMU000222F	CMU000019F	99.94	101.15	HAPLOTIG	000210F_000
CMU001925F	CMU000248F	CMU000224F	99.98	110.72	HAPLOTIG	000211F_000
CMU000751F	CMU000221F	CMU000012F	83.28	2539.37	REPEAT	000212F_000
CMU001834F	CMU000221F	CMU000480F	99.93	10516.21	REPEAT	000212F_001
CMU002000F	CMU000221F	CMU000480F	99.73	18470.23	REPEAT	000212F_002
CMU002229F	CMU000221F	CMU000367F	100.00	5844.20	REPEAT	000212F_003
CMU002896F	CMU000221F	CMU000012F	99.87	16960.91	REPEAT	000212F_004
CMU001337F	CMU000237F	CMU000398F	97.17	153.83	HAPLOTIG	000213F_000
CMU001881F	CMU000237F	CMU001689F	100.00	157.88	HAPLOTIG	000213F_001
CMU002132F	CMU000219F	CMU000231F	100.00	156.68	HAPLOTIG	000214F_000
CMU002554F	CMU000233F	CMU000720F	99.73	612.89	REPEAT	000215F_000
CMU002967F	CMU000232F	CMU000065F	99.86	312.71	REPEAT	000216F_000
CMU001374F	CMU000214F	CMU000019F	99.85	184.64	HAPLOTIG	000217F_000
CMU001734F	CMU000214F	CMU000019F	99.99	117.65	HAPLOTIG	000217F_001
CMU003068F	CMU000214F	CMU001351F	99.94	632.66	REPEAT	000217F_002
CMU003467F	CMU000214F	CMU000378F	99.90	3558.48	REPEAT	000217F_003
CMU002203F	CMU000250F	CMU000134F	99.30	102.41	HAPLOTIG	000219F_000
CMU001043F	CMU000250F	CMU000431F	99.98	161.15	HAPLOTIG	000219F_001
CMU000865F	CMU000252F	CMU000006F	99.99	165.37	HAPLOTIG	000220F_000
CMU001275F	CMU000252F	CMU000402F	93.29	169.97	HAPLOTIG	000220F_001
CMU001034F	CMU000247F	CMU000115F	99.43	150.79	HAPLOTIG	000221F_000
CMU002505F	CMU000228F	CMU000698F	99.99	104.64	HAPLOTIG	000226F_000
CMU002807F	CMU000243F	CMU000014F	84.74	309.50	REPEAT	000227F_000
CMU003008F	CMU000243F	CMU000398F	99.81	149.13	HAPLOTIG	000227F_001
CMU003602F	CMU000243F	CMU000729F	98.80	267.48	REPEAT	000227F_002
CMU002767F	CMU000223F	CMU000057F	99.38	155.57	HAPLOTIG	000231F_000
CMU002789F	CMU000223F	CMU000012F	99.88	353.16	REPEAT	000231F_001
CMU002811F	CMU000223F	CMU000089F	95.77	111.52	HAPLOTIG	000231F_002
CMU002998F	CMU000223F	CMU000012F	100.00	236.16	HAPLOTIG	000231F_003
CMU003083F	CMU000223F	CMU000144F	100.00	136.79	HAPLOTIG	000231F_004
CMU003776F	CMU000238F	CMU000186F	100.00	141.59	HAPLOTIG	000232F_000
CMU002367F	CMU000257F	CMU000061F	100.00	101.14	HAPLOTIG	000233F_000
CMU002418F	CMU000257F	CMU000202F	99.97	126.94	HAPLOTIG	000233F_001
CMU002244F	CMU000218F	CMU000014F	83.79	141.55	HAPLOTIG	000236F_000
CMU001651F	CMU000298F	CMU000014F	95.55	120.18	HAPLOTIG	000238F_000
CMU002682F	CMU000298F	CMU000026F	99.93	173.81	HAPLOTIG	000238F_001
CMU003148F	CMU000283F	CMU000029F	99.98	103.85	HAPLOTIG	000239F_000
CMU002619F	CMU000253F	CMU000019F	99.98	124.61	HAPLOTIG	000240F_000
CMU002479F	CMU000253F	CMU001345F	99.76	214.64	HAPLOTIG	000240F_001
CMU002960F	CMU000227F	CMU000019F	99.99	102.49	HAPLOTIG	000241F_000
CMU002267F	CMU000285F	CMU001076F	100.00	634.33	REPEAT	000245F_000
CMU001649F	CMU000286F	CMU000000F	100.00	105.19	HAPLOTIG	000246F_000
CMU000905F	CMU000230F	CMU000249F	96.84	253.78	REPEAT	000248F_000
CMU001800F	CMU000264F	CMU000981F	99.97	249.66	HAPLOTIG	000249F_000
CMU002110F	CMU000293F	CMU000092F	99.97	157.82	HAPLOTIG	000250F_000
CMU002680F	CMU000293F	CMU000566F	99.99	100.91	HAPLOTIG	000250F_001
CMU000650F	CMU000288F	CMU000037F	92.32	95.11	HAPLOTIG	000251F_000
CMU001966F	CMU000288F	CMU000020F	99.99	113.00	HAPLOTIG	000251F_001
CMU002902F	CMU000288F	CMU000904F	100.00	151.64	HAPLOTIG	000251F_002
CMU003242F	CMU000288F	CMU000204F	99.97	207.31	HAPLOTIG	000251F_003
CMU001036F	CMU000249F	CMU000008F	91.43	567.50	REPEAT	000252F_000
CMU001395F	CMU000249F	CMU000008F	80.71	460.14	REPEAT	000252F_001
CMU002088F	CMU000263F	CMU001230F	85.20	105.85	HAPLOTIG	000255F_000
CMU003118F	CMU000263F	CMU000856F	100.00	135.72	HAPLOTIG	000255F_001
CMU000489F	CMU000271F	CMU000092F	99.27	102.15	HAPLOTIG	000256F_000
CMU003092F	CMU000271F	CMU000189F	99.99	190.82	HAPLOTIG	000256F_001
CMU000942F	CMU000273F	CMU000811F	90.44	96.88	HAPLOTIG	000257F_000
CMU002403F	CMU000273F	CMU000554F	100.00	100.88	HAPLOTIG	000257F_001
CMU002084F	CMU000275F	CMU000000F	100.00	190.81	HAPLOTIG	000258F_000
CMU002276F	CMU000275F	CMU000010F	99.99	125.51	HAPLOTIG	000258F_001
CMU002274F	CMU000275F	CMU000081F	99.98	112.32	HAPLOTIG	000258F_002
CMU003335F	CMU000275F	CMU000014F	100.00	264.03	REPEAT	000258F_003
CMU002757F	CMU000262F	CMU000199F	99.98	133.23	HAPLOTIG	000259F_000
CMU002883F	CMU000280F	CMU000037F	99.97	99.97	HAPLOTIG	000260F_000
CMU002876F	CMU000295F	CMU000012F	76.39	155.54	HAPLOTIG	000261F_000
CMU001407F	CMU000284F	CMU000813F	76.32	79.17	HAPLOTIG	000263F_000
CMU002269F	CMU000284F	CMU000061F	99.99	159.84	HAPLOTIG	000263F_001
CMU002904F	CMU000284F	CMU000130F	99.99	109.16	HAPLOTIG	000263F_002
CMU000652F	CMU000284F	CMU000087F	72.68	134.91	HAPLOTIG	000263F_003
CMU003036F	CMU000284F	CMU000398F	100.00	192.94	HAPLOTIG	000263F_004
CMU002021F	CMU000282F	CMU000038F	99.99	123.89	HAPLOTIG	000264F_000
CMU002377F	CMU000282F	CMU000192F	99.99	128.72	HAPLOTIG	000264F_001
CMU001067F	CMU000276F	CMU001518F	87.63	88.65	HAPLOTIG	000265F_000
CMU001534F	CMU000276F	CMU000091F	91.34	103.78	HAPLOTIG	000265F_001
CMU001536F	CMU000325F	CMU001010F	99.98	117.75	HAPLOTIG	000268F_000
CMU003476F	CMU000251F	CMU001464F	99.16	145.17	HAPLOTIG	000269F_000
CMU002652F	CMU000308F	CMU000017F	100.00	223.24	HAPLOTIG	000270F_000
CMU001840F	CMU000294F	CMU000897F	99.99	234.17	HAPLOTIG	000271F_000
CMU003517F	CMU000294F	CMU001758F	99.80	114.06	HAPLOTIG	000271F_001
CMU001873F	CMU000290F	CMU000673F	99.99	140.92	HAPLOTIG	000272F_000
CMU002219F	CMU000290F	CMU000838F	99.84	191.50	HAPLOTIG	000272F_001
CMU002574F	CMU000260F	CMU000019F	99.95	104.40	HAPLOTIG	000275F_000
CMU003352F	CMU000260F	CMU000480F	96.78	871.06	REPEAT	000275F_001
CMU002712F	CMU000318F	CMU000129F	100.00	242.50	HAPLOTIG	000276F_000
CMU001584F	CMU000287F	CMU001186F	94.26	99.87	HAPLOTIG	000277F_000
CMU002583F	CMU000287F	CMU000166F	99.95	119.26	HAPLOTIG	000277F_001
CMU001537F	CMU000301F	CMU000466F	99.96	314.88	REPEAT	000278F_000
CMU001659F	CMU000301F	CMU000019F	99.98	435.76	REPEAT	000278F_001
CMU002003F	CMU000301F	CMU000019F	99.94	2303.44	REPEAT	000278F_002
CMU002225F	CMU000301F	CMU000466F	99.91	2676.75	REPEAT	000278F_003
CMU002822F	CMU000301F	CMU000014F	80.57	129.92	HAPLOTIG	000278F_004
CMU003023F	CMU000301F	CMU000019F	99.98	2948.26	REPEAT	000278F_005
CMU003259F	CMU000301F	CMU000019F	100.00	1886.98	REPEAT	000278F_006
CMU003382F	CMU000301F	CMU000019F	99.81	2673.82	REPEAT	000278F_007
CMU000977F	CMU000267F	CMU000418F	100.00	123.30	HAPLOTIG	000279F_000
CMU002230F	CMU000267F	CMU000568F	99.35	778.05	REPEAT	000279F_001
CMU001489F	CMU000279F	CMU000629F	99.20	101.30	HAPLOTIG	000280F_000
CMU001764F	CMU000279F	CMU000143F	96.03	122.36	HAPLOTIG	000280F_001
CMU001810F	CMU000299F	CMU000598F	96.91	112.37	HAPLOTIG	000281F_000
CMU002254F	CMU000292F	CMU000091F	86.57	93.37	HAPLOTIG	000282F_000
CMU000036F	CMU000292F	CMU002828F	99.88	102.37	HAPLOTIG	000282F_001
CMU001590F	CMU000265F	CMU000724F	71.83	75.61	HAPLOTIG	000283F_000
CMU002173F	CMU000265F	CMU000019F	98.87	121.17	HAPLOTIG	000283F_001
CMU002882F	CMU000265F	CMU000027F	100.00	107.44	HAPLOTIG	000283F_002
CMU001766F	CMU000307F	CMU000091F	100.00	104.13	HAPLOTIG	000285F_000
CMU002032F	CMU000307F	CMU000194F	100.00	112.40	HAPLOTIG	000285F_001
CMU002784F	CMU000303F	CMU000012F	94.88	196.47	HAPLOTIG	000287F_000
CMU002952F	CMU000303F	CMU000528F	75.53	433.38	REPEAT	000287F_001
CMU003144F	CMU000303F	CMU000018F	100.00	177.26	HAPLOTIG	000287F_002
CMU001871F	CMU000302F	CMU001254F	99.72	227.80	HAPLOTIG	000289F_000
CMU002689F	CMU000302F	CMU001006F	99.97	316.25	REPEAT	000289F_001
CMU002727F	CMU000302F	CMU001254F	99.94	257.75	REPEAT	000289F_002
CMU002848F	CMU000302F	CMU001254F	99.96	310.50	REPEAT	000289F_003
CMU003487F	CMU000302F	CMU000019F	99.69	312.66	REPEAT	000289F_004
CMU001051F	CMU000300F	CMU000072F	96.22	105.89	HAPLOTIG	000290F_000
CMU002109F	CMU000239F	CMU000012F	99.63	230.26	HAPLOTIG	000293F_000
CMU000889F	CMU000321F	CMU000152F	77.44	108.31	HAPLOTIG	000295F_000
CMU002347F	CMU000321F	CMU000097F	99.99	100.22	HAPLOTIG	000295F_001
CMU002449F	CMU000333F	CMU000092F	99.95	100.21	HAPLOTIG	000296F_000
CMU003381F	CMU000309F	CMU000121F	100.00	118.16	HAPLOTIG	000297F_000
CMU001358F	CMU000327F	CMU000012F	85.57	812.08	REPEAT	000298F_000
CMU001851F	CMU000327F	CMU000400F	100.00	878.73	REPEAT	000298F_001
CMU002361F	CMU000327F	CMU000400F	99.95	395.22	REPEAT	000298F_002
CMU002237F	CMU000327F	CMU001961F	99.98	1142.66	REPEAT	000298F_003
CMU003246F	CMU000327F	CMU000400F	100.00	1176.78	REPEAT	000298F_004
CMU001448F	CMU000339F	CMU000091F	80.81	88.38	HAPLOTIG	000300F_000
CMU002074F	CMU000335F	CMU000008F	100.00	100.47	HAPLOTIG	000301F_000
CMU002612F	CMU000335F	CMU000378F	100.00	100.08	HAPLOTIG	000301F_001
CMU003326F	CMU000335F	CMU000061F	100.00	100.27	HAPLOTIG	000301F_002
CMU002356F	CMU000316F	CMU000199F	99.29	321.66	REPEAT	000303F_000
CMU001057F	CMU000344F	CMU000577F	98.81	109.21	HAPLOTIG	000304F_000
CMU003029F	CMU000344F	CMU000096F	99.96	286.41	REPEAT	000304F_001
CMU002066F	CMU000375F	CMU000042F	99.99	102.37	HAPLOTIG	000306F_000
CMU002707F	CMU000314F	CMU000102F	99.46	148.79	HAPLOTIG	000308F_000
CMU002915F	CMU000314F	CMU000061F	94.13	94.15	HAPLOTIG	000308F_001
CMU002476F	CMU000366F	CMU000802F	99.98	174.20	HAPLOTIG	000309F_000
CMU002995F	CMU000366F	CMU000143F	99.13	110.10	HAPLOTIG	000309F_001
CMU003032F	CMU000366F	CMU000002F	99.75	198.05	HAPLOTIG	000309F_002
CMU000752F	CMU000334F	CMU000019F	81.86	101.99	HAPLOTIG	000311F_000
CMU003284F	CMU000334F	CMU001752F	99.97	100.83	HAPLOTIG	000311F_001
CMU001508F	CMU000332F	CMU000019F	86.88	97.76	HAPLOTIG	000312F_000
CMU001568F	CMU000332F	CMU001065F	99.00	102.24	HAPLOTIG	000312F_001
CMU002389F	CMU000332F	CMU000753F	99.92	112.67	HAPLOTIG	000312F_002
CMU002661F	CMU000306F	CMU000070F	99.78	105.54	HAPLOTIG	000313F_000
CMU001506F	CMU000341F	CMU000092F	100.00	103.20	HAPLOTIG	000314F_000
CMU002464F	CMU000341F	CMU000092F	100.00	117.94	HAPLOTIG	000314F_001
CMU001389F	CMU000328F	CMU001032F	100.00	125.71	HAPLOTIG	000315F_000
CMU001609F	CMU000328F	CMU000767F	96.04	209.40	HAPLOTIG	000315F_001
CMU001717F	CMU000328F	CMU000911F	99.99	106.35	HAPLOTIG	000315F_002
CMU002212F	CMU000328F	CMU001032F	99.99	194.94	HAPLOTIG	000315F_003
CMU001073F	CMU000337F	CMU000143F	96.10	127.88	HAPLOTIG	000316F_000
CMU002259F	CMU000305F	CMU000018F	99.80	375.38	REPEAT	000317F_000
CMU001531F	CMU000353F	CMU000092F	100.00	104.43	HAPLOTIG	000318F_000
CMU001599F	CMU000353F	CMU000026F	99.42	123.00	HAPLOTIG	000318F_001
CMU001927F	CMU000353F	CMU000079F	99.60	99.65	HAPLOTIG	000318F_002
CMU002447F	CMU000370F	CMU000012F	74.28	277.96	REPEAT	000319F_000
CMU001222F	CMU000338F	CMU000034F	73.11	205.61	HAPLOTIG	000320F_000
CMU001808F	CMU000261F	CMU002365F	92.36	103.23	HAPLOTIG	000321F_000
CMU002994F	CMU000261F	CMU000007F	99.98	100.06	HAPLOTIG	000321F_001
CMU001099F	CMU000361F	CMU000015F	100.00	277.82	REPEAT	000322F_000
CMU002697F	CMU000310F	CMU000000F	97.22	143.09	HAPLOTIG	000323F_000
CMU002732F	CMU000352F	CMU001285F	99.98	107.72	HAPLOTIG	000324F_000
CMU003529F	CMU000352F	CMU000083F	0	0	REPEAT	000324F_001
CMU002359F	CMU000346F	CMU000012F	70.67	216.52	HAPLOTIG	000325F_000
CMU001823F	CMU000348F	CMU001060F	100.00	124.35	HAPLOTIG	000326F_000
CMU001560F	CMU000330F	CMU000006F	100.00	108.96	HAPLOTIG	000328F_000
CMU003368F	CMU000330F	CMU000019F	99.80	136.16	HAPLOTIG	000328F_001
CMU002481F	CMU000319F	CMU000031F	99.97	113.83	HAPLOTIG	000329F_000
CMU000867F	CMU000345F	CMU000140F	100.00	236.88	HAPLOTIG	000330F_000
CMU001380F	CMU000345F	CMU000140F	99.99	100.32	HAPLOTIG	000330F_001
CMU001731F	CMU000331F	CMU000014F	84.93	100.17	HAPLOTIG	000331F_000
CMU002762F	CMU000331F	CMU000073F	99.64	165.62	HAPLOTIG	000331F_001
CMU003106F	CMU000331F	CMU001325F	99.85	178.76	HAPLOTIG	000331F_002
CMU002138F	CMU000381F	CMU000176F	99.96	182.93	HAPLOTIG	000332F_000
CMU002451F	CMU000381F	CMU000006F	99.95	167.80	HAPLOTIG	000332F_001
CMU002693F	CMU000381F	CMU000176F	100.00	200.27	HAPLOTIG	000332F_002
CMU001499F	CMU000340F	CMU000002F	83.24	173.52	HAPLOTIG	000333F_000
CMU001858F	CMU000336F	CMU001007F	99.70	108.10	HAPLOTIG	000335F_000
CMU003090F	CMU000336F	CMU000956F	84.35	144.62	HAPLOTIG	000335F_001
CMU002019F	CMU000378F	CMU000396F	99.99	2758.10	REPEAT	000336F_000
CMU002050F	CMU000378F	CMU000214F	99.93	358.99	REPEAT	000336F_001
CMU002216F	CMU000378F	CMU000037F	99.97	3011.07	REPEAT	000336F_002
CMU003525F	CMU000378F	CMU001340F	100.00	152.38	HAPLOTIG	000336F_003
CMU001874F	CMU000270F	CMU000705F	99.99	102.94	HAPLOTIG	000338F_000
CMU000749F	CMU000349F	CMU000554F	83.87	447.24	REPEAT	000339F_000
CMU001039F	CMU000349F	CMU000548F	93.81	696.44	REPEAT	000339F_001
CMU001378F	CMU000349F	CMU000046F	98.40	241.87	HAPLOTIG	000339F_002
CMU002670F	CMU000349F	CMU000554F	100.00	536.11	REPEAT	000339F_003
CMU003097F	CMU000349F	CMU000038F	90.12	836.84	REPEAT	000339F_004
CMU002064F	CMU000367F	CMU001758F	70.93	157.88	HAPLOTIG	000340F_000
CMU002851F	CMU000367F	CMU000034F	100.00	113.60	HAPLOTIG	000340F_001
CMU001075F	CMU000380F	CMU000276F	97.22	110.72	HAPLOTIG	000341F_000
CMU002556F	CMU000357F	CMU000019F	99.99	479.31	REPEAT	000343F_000
CMU001652F	CMU000362F	CMU000091F	99.53	112.80	HAPLOTIG	000345F_000
CMU001942F	CMU000362F	CMU000280F	99.27	165.40	HAPLOTIG	000345F_001
CMU002516F	CMU000362F	CMU000838F	99.95	144.51	HAPLOTIG	000345F_002
CMU001896F	CMU000372F	CMU000028F	99.99	110.01	HAPLOTIG	000346F_000
CMU002591F	CMU000372F	CMU000102F	99.98	142.90	HAPLOTIG	000346F_001
CMU002486F	CMU000372F	CMU000516F	99.98	126.39	HAPLOTIG	000346F_002
CMU003138F	CMU000385F	CMU000416F	99.97	144.34	HAPLOTIG	000348F_000
CMU000888F	CMU000384F	CMU001805F	88.30	134.01	HAPLOTIG	000350F_000
CMU001647F	CMU000313F	CMU000104F	97.34	118.51	HAPLOTIG	000352F_000
CMU001548F	CMU000382F	CMU000049F	99.81	107.47	HAPLOTIG	000353F_000
CMU001782F	CMU000382F	CMU001446F	99.99	124.11	HAPLOTIG	000353F_001
CMU001677F	CMU000350F	CMU000012F	99.78	127.10	HAPLOTIG	000354F_000
CMU002870F	CMU000350F	CMU000417F	100.00	558.02	REPEAT	000354F_001
CMU003143F	CMU000350F	CMU000417F	99.82	493.71	REPEAT	000354F_002
CMU003153F	CMU000322F	CMU000562F	96.35	206.13	HAPLOTIG	000356F_000
CMU002026F	CMU000373F	CMU000324F	99.97	136.88	HAPLOTIG	000357F_000
CMU000764F	CMU000392F	CMU000002F	97.26	145.64	HAPLOTIG	000360F_000
CMU001946F	CMU000393F	CMU000213F	96.11	100.91	HAPLOTIG	000362F_000
CMU002894F	CMU000393F	CMU000357F	99.98	104.55	HAPLOTIG	000362F_001
CMU001824F	CMU000356F	CMU000708F	98.76	443.89	REPEAT	000364F_000
CMU002030F	CMU000356F	CMU000708F	99.99	515.09	REPEAT	000364F_001
CMU002863F	CMU000356F	CMU000185F	99.97	1038.63	REPEAT	000364F_002
CMU002660F	CMU000360F	CMU000019F	85.94	105.09	HAPLOTIG	000365F_000
CMU001412F	CMU000379F	CMU000019F	75.68	122.26	HAPLOTIG	000366F_000
CMU002800F	CMU000405F	CMU000495F	98.51	139.42	HAPLOTIG	000367F_000
CMU002401F	CMU000444F	CMU000006F	99.99	100.09	HAPLOTIG	000368F_000
CMU002485F	CMU000398F	CMU001088F	100.00	487.08	REPEAT	000369F_000
CMU002927F	CMU000398F	CMU001088F	90.31	424.13	REPEAT	000369F_001
CMU002977F	CMU000398F	CMU001088F	99.89	550.72	REPEAT	000369F_002
CMU003401F	CMU000398F	CMU003227F	100.00	1251.52	REPEAT	000369F_003
CMU002847F	CMU000369F	CMU000014F	99.90	217.10	HAPLOTIG	000371F_000
CMU001715F	CMU000376F	CMU000169F	94.71	165.24	HAPLOTIG	000372F_000
CMU002024F	CMU000376F	CMU000009F	98.26	166.84	HAPLOTIG	000372F_001
CMU001700F	CMU000396F	CMU000378F	99.99	1057.64	REPEAT	000375F_000
CMU002718F	CMU000396F	CMU000378F	99.99	691.57	REPEAT	000375F_001
CMU002381F	CMU000395F	CMU000909F	98.11	181.19	HAPLOTIG	000376F_000
CMU003096F	CMU000395F	CMU000092F	96.09	152.11	HAPLOTIG	000376F_001
CMU000916F	CMU000363F	CMU000162F	100.00	103.95	HAPLOTIG	000377F_000
CMU002342F	CMU000363F	CMU000856F	100.00	117.85	HAPLOTIG	000377F_001
CMU002181F	CMU000363F	CMU000953F	99.99	586.82	REPEAT	000377F_002
CMU001525F	CMU000431F	CMU000019F	99.97	109.61	HAPLOTIG	000379F_000
CMU001521F	CMU000431F	CMU000000F	99.94	190.91	HAPLOTIG	000379F_001
CMU001718F	CMU000431F	CMU000019F	100.00	233.29	HAPLOTIG	000379F_002
CMU002569F	CMU000431F	CMU000034F	99.22	210.46	HAPLOTIG	000379F_003
CMU002192F	CMU000449F	CMU000002F	80.50	81.13	HAPLOTIG	000380F_000
CMU003150F	CMU000449F	CMU000188F	99.71	140.22	HAPLOTIG	000380F_001
CMU000101F	CMU000403F	CMU000096F	100.00	251.27	REPEAT	000381F_000
CMU000269F	CMU000402F	CMU000252F	99.99	157.63	HAPLOTIG	000383F_000
CMU000448F	CMU000420F	CMU000626F	81.09	331.85	REPEAT	000384F_000
CMU000993F	CMU000420F	CMU000626F	99.12	524.33	REPEAT	000384F_001
CMU001519F	CMU000420F	CMU000019F	99.94	411.61	REPEAT	000384F_002
CMU001883F	CMU000420F	CMU000626F	96.90	548.98	REPEAT	000384F_003
CMU002849F	CMU000420F	CMU000019F	99.99	575.70	REPEAT	000384F_004
CMU002984F	CMU000420F	CMU000797F	99.93	252.41	REPEAT	000384F_005
CMU003122F	CMU000420F	CMU000018F	100.00	461.65	REPEAT	000384F_006
CMU003214F	CMU000420F	CMU000565F	82.21	368.93	REPEAT	000384F_007
CMU001077F	CMU000414F	CMU000530F	83.90	85.63	HAPLOTIG	000386F_000
CMU002326F	CMU000414F	CMU000657F	100.00	104.92	HAPLOTIG	000386F_001
CMU002413F	CMU000399F	CMU000018F	99.87	282.10	REPEAT	000387F_000
CMU002946F	CMU000399F	CMU000065F	99.81	127.33	HAPLOTIG	000387F_001
CMU001098F	CMU000272F	CMU000708F	95.83	143.62	HAPLOTIG	000388F_000
CMU002103F	CMU000421F	CMU000019F	99.96	381.40	REPEAT	000389F_000
CMU002663F	CMU000421F	CMU000017F	99.89	389.12	REPEAT	000389F_001
CMU000434F	CMU000408F	CMU000012F	81.96	84.99	HAPLOTIG	000390F_000
CMU002487F	CMU000451F	CMU000142F	99.99	110.97	HAPLOTIG	000393F_000
CMU000996F	CMU000451F	CMU000528F	100.00	215.15	HAPLOTIG	000393F_001
CMU000364F	CMU000425F	CMU000346F	100.00	184.06	HAPLOTIG	000395F_000
CMU002673F	CMU000422F	CMU000500F	91.55	123.76	HAPLOTIG	000397F_000
CMU002456F	CMU000413F	CMU000096F	99.93	242.33	HAPLOTIG	000399F_000
CMU001843F	CMU000427F	CMU000170F	99.99	109.85	HAPLOTIG	000401F_000
CMU002160F	CMU000427F	CMU000037F	98.43	105.37	HAPLOTIG	000401F_001
CMU001719F	CMU000281F	CMU000027F	99.99	106.90	HAPLOTIG	000404F_000
CMU002245F	CMU000281F	CMU000557F	99.02	154.72	HAPLOTIG	000404F_001
CMU000535F	CMU000479F	CMU000025F	99.26	101.55	HAPLOTIG	000405F_000
CMU001603F	CMU000416F	CMU000019F	84.57	85.88	HAPLOTIG	000407F_000
CMU001953F	CMU000416F	CMU000031F	99.98	187.27	HAPLOTIG	000407F_001
CMU002233F	CMU000416F	CMU000081F	99.98	102.13	HAPLOTIG	000407F_002
CMU001038F	CMU000443F	CMU000224F	90.90	138.94	HAPLOTIG	000409F_000
CMU001196F	CMU000443F	CMU000019F	99.96	383.10	REPEAT	000409F_001
CMU002472F	CMU000443F	CMU000019F	99.68	745.38	REPEAT	000409F_002
CMU002506F	CMU000426F	CMU000586F	92.26	205.23	HAPLOTIG	000410F_000
CMU001397F	CMU000417F	CMU001675F	79.25	338.01	REPEAT	000412F_000
CMU001429F	CMU000417F	CMU001675F	99.99	433.14	REPEAT	000412F_001
CMU002139F	CMU000417F	CMU001675F	100.00	491.66	REPEAT	000412F_002
CMU002561F	CMU000417F	CMU000350F	100.00	498.26	REPEAT	000412F_003
CMU002616F	CMU000417F	CMU000463F	99.44	140.10	HAPLOTIG	000412F_004
CMU002550F	CMU000417F	CMU000350F	100.00	514.94	REPEAT	000412F_005
CMU002886F	CMU000417F	CMU000350F	100.00	508.84	REPEAT	000412F_006
CMU003111F	CMU000417F	CMU000199F	99.98	723.34	REPEAT	000412F_007
CMU002566F	CMU000446F	CMU001265F	99.02	385.94	REPEAT	000413F_000
CMU002210F	CMU000446F	CMU000268F	95.88	103.32	HAPLOTIG	000413F_001
CMU003308F	CMU000446F	CMU001265F	99.80	491.08	REPEAT	000413F_002
CMU002483F	CMU000466F	CMU000301F	89.12	2256.38	REPEAT	000419F_000
CMU002226F	CMU000463F	CMU000877F	99.99	244.39	HAPLOTIG	000421F_000
CMU003151F	CMU000463F	CMU000398F	98.77	98.78	HAPLOTIG	000421F_001
CMU001797F	CMU000374F	CMU000019F	99.99	152.95	HAPLOTIG	000423F_000
