#reassigned_contig	top_hit_contig	second_hit_contig	best_match_coverage	max_match_coverage	reassignment
CMU000133F	CMU000205F	CMU000028F	13.70	14.60	KEEP
CMU000131F	CMU000050F	CMU000002F	33.13	48.58	KEEP
CMU000153F	CMU000019F	CMU000031F	3.09	5.41	KEEP
CMU000139F	CMU000010F	CMU000002F	2.68	5.63	KEEP
CMU000128F	-	-	-	-	KEEP
CMU000011F	CMU000019F	CMU000031F	1.41	3.27	KEEP
CMU000136F	CMU000207F	CMU000024F	23.37	24.21	KEEP
CMU000140F	CMU000092F	CMU000641F	3.99	4.42	KEEP
CMU000127F	CMU000039F	CMU000678F	68.56	73.80	KEEP
CMU000137F	-	-	-	-	KEEP
CMU000142F	CMU000620F	CMU000019F	26.85	29.43	KEEP
CMU000141F	-	-	-	-	KEEP
CMU000132F	-	-	-	-	KEEP
CMU000134F	CMU001442F	CMU001028F	0.55	3.31	KEEP
CMU000149F	CMU000025F	CMU000006F	2.41	3.68	KEEP
CMU000138F	CMU000006F	CMU000037F	1.06	2.25	KEEP
CMU000152F	-	-	-	-	KEEP
CMU000135F	-	-	-	-	KEEP
CMU000146F	CMU000006F	CMU001672F	5.80	5.94	KEEP
CMU000145F	-	-	-	-	KEEP
CMU000148F	-	-	-	-	KEEP
CMU000147F	-	-	-	-	KEEP
CMU000151F	CMU000248F	CMU000010F	27.50	29.25	KEEP
CMU000130F	-	-	-	-	KEEP
CMU000160F	-	-	-	-	KEEP
CMU000163F	-	-	-	-	KEEP
CMU000159F	-	-	-	-	KEEP
CMU000155F	-	-	-	-	KEEP
CMU000150F	CMU000164F	CMU000019F	28.94	30.91	KEEP
CMU000144F	-	-	-	-	KEEP
CMU000156F	-	-	-	-	KEEP
CMU000154F	-	-	-	-	KEEP
CMU000143F	-	-	-	-	KEEP
CMU000157F	-	-	-	-	KEEP
CMU000122F	-	-	-	-	KEEP
CMU000158F	-	-	-	-	KEEP
CMU000174F	CMU000124F	CMU000280F	29.40	29.48	KEEP
CMU000165F	CMU000530F	CMU000000F	12.12	59.95	KEEP
CMU000162F	CMU000092F	CMU000006F	1.11	1.79	KEEP
CMU000181F	CMU000247F	CMU000006F	23.17	24.17	KEEP
CMU000164F	CMU000150F	CMU000019F	42.59	45.40	KEEP
CMU000184F	CMU000586F	CMU000015F	3.84	5.02	KEEP
CMU000170F	-	-	-	-	KEEP
CMU000167F	-	-	-	-	KEEP
CMU000202F	CMU000257F	CMU000019F	22.07	24.99	KEEP
CMU000169F	-	-	-	-	KEEP
CMU000166F	-	-	-	-	KEEP
CMU000179F	CMU000000F	CMU000019F	2.38	3.60	KEEP
CMU000161F	CMU001154F	CMU000019F	12.84	15.00	KEEP
CMU000171F	CMU000012F	CMU000035F	5.05	9.95	KEEP
CMU000182F	-	-	-	-	KEEP
CMU000192F	-	-	-	-	KEEP
CMU000176F	-	-	-	-	KEEP
CMU000189F	CMU000008F	CMU000066F	46.63	50.61	KEEP
CMU000172F	-	-	-	-	KEEP
CMU000173F	-	-	-	-	KEEP
CMU000178F	CMU000012F	CMU000000F	4.69	8.36	KEEP
CMU000195F	-	-	-	-	KEEP
CMU000168F	CMU000012F	CMU000014F	4.09	10.98	KEEP
CMU000197F	CMU000019F	CMU000031F	3.18	6.97	KEEP
CMU000188F	-	-	-	-	KEEP
CMU000194F	CMU000563F	CMU000191F	26.94	27.09	KEEP
CMU000198F	-	-	-	-	KEEP
CMU000205F	CMU000133F	CMU000616F	25.11	25.14	KEEP
CMU000215F	CMU000201F	CMU000711F	24.55	27.31	KEEP
CMU000193F	-	-	-	-	KEEP
CMU000204F	CMU000021F	CMU000549F	21.33	35.45	KEEP
CMU000201F	CMU000215F	CMU000028F	55.27	66.41	KEEP
CMU000190F	CMU001197F	CMU000021F	8.03	8.81	KEEP
CMU000177F	CMU000000F	CMU000010F	3.48	5.53	KEEP
CMU000196F	-	-	-	-	KEEP
CMU000187F	-	-	-	-	KEEP
CMU000207F	CMU000136F	CMU000002F	32.21	35.93	KEEP
CMU000199F	-	-	-	-	KEEP
CMU000183F	-	-	-	-	KEEP
CMU000206F	-	-	-	-	KEEP
CMU000186F	-	-	-	-	KEEP
CMU000216F	CMU000008F	CMU000249F	8.03	43.94	KEEP
CMU000191F	CMU000194F	CMU000019F	14.37	14.64	KEEP
CMU000211F	-	-	-	-	KEEP
CMU000212F	-	-	-	-	KEEP
CMU000209F	-	-	-	-	KEEP
CMU000200F	CMU000333F	CMU000092F	6.74	7.02	KEEP
CMU000217F	CMU000002F	CMU000000F	3.99	6.76	KEEP
CMU000185F	-	-	-	-	KEEP
CMU000213F	-	-	-	-	KEEP
CMU000203F	CMU000006F	CMU000008F	0.65	0.88	KEEP
CMU000208F	CMU000012F	CMU000014F	12.58	29.44	KEEP
CMU000180F	-	-	-	-	KEEP
CMU000222F	-	-	-	-	KEEP
CMU000248F	CMU000151F	CMU000031F	24.09	25.88	KEEP
CMU000221F	-	-	-	-	KEEP
CMU000237F	CMU000252F	CMU000021F	19.02	23.51	KEEP
CMU000219F	-	-	-	-	KEEP
CMU000233F	-	-	-	-	KEEP
CMU000232F	-	-	-	-	KEEP
CMU000214F	CMU000019F	CMU000000F	4.44	10.21	KEEP
CMU000226F	CMU000608F	CMU000673F	37.98	41.16	KEEP
CMU000250F	CMU000597F	CMU000019F	29.80	31.19	KEEP
CMU000252F	CMU000246F	CMU000237F	35.67	38.92	KEEP
CMU000247F	CMU000181F	CMU000042F	39.70	40.10	KEEP
CMU000236F	CMU001010F	CMU001165F	26.86	31.39	KEEP
CMU000210F	CMU001014F	CMU000027F	14.10	15.00	KEEP
CMU000240F	-	-	-	-	KEEP
CMU000241F	-	-	-	-	KEEP
CMU000228F	-	-	-	-	KEEP
CMU000243F	-	-	-	-	KEEP
CMU000256F	-	-	-	-	KEEP
CMU000224F	-	-	-	-	KEEP
CMU000242F	-	-	-	-	KEEP
CMU000223F	CMU000012F	CMU000034F	11.80	36.69	KEEP
CMU000238F	-	-	-	-	KEEP
CMU000257F	CMU000333F	CMU000202F	31.87	63.71	KEEP
CMU000231F	-	-	-	-	KEEP
CMU000254F	-	-	-	-	KEEP
CMU000218F	-	-	-	-	KEEP
CMU000229F	-	-	-	-	KEEP
CMU000298F	-	-	-	-	KEEP
CMU000283F	CMU000019F	CMU000037F	0.80	2.80	KEEP
CMU000253F	CMU000000F	CMU000019F	9.46	18.73	KEEP
CMU000227F	CMU000680F	CMU000019F	20.54	22.54	KEEP
CMU000245F	-	-	-	-	KEEP
CMU000258F	-	-	-	-	KEEP
CMU000277F	CMU000756F	CMU000628F	25.59	27.13	KEEP
CMU000285F	-	-	-	-	KEEP
CMU000286F	CMU000019F	CMU000000F	2.46	5.12	KEEP
CMU000246F	CMU000252F	CMU001491F	23.93	30.41	KEEP
CMU000230F	CMU000249F	CMU000008F	9.49	66.73	KEEP
CMU000264F	CMU001796F	CMU000012F	4.84	11.50	KEEP
CMU000293F	CMU000091F	CMU000125F	0.14	0.97	KEEP
CMU000288F	CMU000037F	CMU000021F	0.80	2.68	KEEP
CMU000249F	CMU000008F	CMU000230F	21.15	117.99	KEEP
CMU000255F	CMU000321F	CMU000174F	59.71	64.43	KEEP
CMU000268F	-	-	-	-	KEEP
CMU000263F	-	-	-	-	KEEP
CMU000271F	CMU000334F	CMU000006F	10.24	10.39	KEEP
CMU000273F	CMU000037F	CMU000021F	2.24	3.68	KEEP
CMU000275F	CMU000000F	CMU000010F	2.91	7.72	KEEP
CMU000262F	-	-	-	-	KEEP
CMU000280F	CMU000174F	CMU000100F	17.00	17.01	KEEP
CMU000295F	-	-	-	-	KEEP
CMU000244F	-	-	-	-	KEEP
CMU000284F	CMU000061F	CMU000006F	43.63	44.83	KEEP
CMU000282F	CMU000628F	CMU000272F	21.87	21.98	KEEP
CMU000276F	CMU000142F	CMU000019F	4.56	20.64	KEEP
CMU000291F	-	-	-	-	KEEP
CMU000266F	-	-	-	-	KEEP
CMU000325F	CMU001558F	CMU001010F	17.53	20.30	KEEP
CMU000251F	-	-	-	-	KEEP
CMU000308F	-	-	-	-	KEEP
CMU000294F	CMU000034F	CMU000012F	12.52	25.97	KEEP
CMU000290F	CMU000004F	CMU000246F	26.06	27.21	KEEP
CMU000304F	CMU000019F	CMU000010F	13.51	57.22	KEEP
CMU000312F	-	-	-	-	KEEP
CMU000260F	-	-	-	-	KEEP
CMU000318F	CMU000012F	CMU000034F	32.39	68.40	KEEP
CMU000287F	CMU000019F	CMU000000F	3.26	4.25	KEEP
CMU000301F	CMU000000F	CMU000014F	7.84	10.02	KEEP
CMU000267F	CMU000568F	CMU001021F	21.14	39.60	KEEP
CMU000279F	CMU000019F	CMU000017F	3.18	5.31	KEEP
CMU000299F	-	-	-	-	KEEP
CMU000292F	-	-	-	-	KEEP
CMU000265F	CMU000019F	CMU000027F	2.20	5.11	KEEP
CMU000274F	-	-	-	-	KEEP
CMU000307F	CMU000079F	CMU000019F	42.41	43.06	KEEP
CMU000297F	-	-	-	-	KEEP
CMU000303F	CMU000528F	CMU000012F	51.28	76.22	KEEP
CMU000323F	CMU000044F	CMU000125F	13.27	15.04	KEEP
CMU000302F	CMU000002F	CMU000134F	10.28	13.77	KEEP
CMU000300F	CMU000873F	CMU000072F	36.91	37.00	KEEP
CMU000317F	-	-	-	-	KEEP
CMU000342F	-	-	-	-	KEEP
CMU000239F	-	-	-	-	KEEP
CMU000315F	-	-	-	-	KEEP
CMU000321F	CMU000255F	CMU000152F	61.69	69.40	KEEP
CMU000333F	CMU000257F	CMU000120F	54.30	88.51	KEEP
CMU000309F	-	-	-	-	KEEP
CMU000327F	CMU000019F	CMU001961F	20.63	29.82	KEEP
CMU000311F	-	-	-	-	KEEP
CMU000339F	CMU000007F	CMU000015F	1.92	5.23	KEEP
CMU000335F	CMU000941F	CMU000091F	12.93	14.87	KEEP
CMU000320F	-	-	-	-	KEEP
CMU000316F	-	-	-	-	KEEP
CMU000344F	CMU000012F	CMU000096F	14.05	32.07	KEEP
CMU000296F	-	-	-	-	KEEP
CMU000375F	CMU000412F	CMU000479F	19.04	44.15	KEEP
CMU000324F	-	-	-	-	KEEP
CMU000314F	CMU000092F	CMU000037F	0.83	2.27	KEEP
CMU000366F	CMU000000F	CMU000007F	3.79	6.69	KEEP
CMU000326F	CMU000881F	CMU000019F	16.55	20.74	KEEP
CMU000334F	CMU000017F	CMU000271F	28.39	30.50	KEEP
CMU000332F	CMU000031F	CMU000007F	2.73	7.08	KEEP
CMU000306F	-	-	-	-	KEEP
CMU000341F	CMU000020F	CMU000092F	34.14	36.75	KEEP
CMU000328F	CMU000767F	CMU000385F	15.68	27.06	KEEP
CMU000337F	CMU000017F	CMU000000F	4.88	8.61	KEEP
CMU000305F	-	-	-	-	KEEP
CMU000353F	CMU000019F	CMU000006F	1.98	3.10	KEEP
CMU000370F	CMU000012F	CMU000041F	26.74	63.94	KEEP
CMU000338F	CMU002017F	CMU000012F	24.53	82.08	KEEP
CMU000261F	CMU000002F	CMU000000F	2.76	5.26	KEEP
CMU000361F	CMU000550F	CMU000000F	27.78	29.05	KEEP
CMU000310F	-	-	-	-	KEEP
CMU000352F	-	-	-	-	KEEP
CMU000346F	-	-	-	-	KEEP
CMU000348F	CMU000012F	CMU000014F	7.37	23.81	KEEP
CMU000347F	-	-	-	-	KEEP
CMU000330F	CMU000006F	CMU000461F	14.00	14.91	KEEP
CMU000319F	-	-	-	-	KEEP
CMU000345F	CMU000092F	CMU000140F	41.55	42.24	KEEP
CMU000331F	-	-	-	-	KEEP
CMU000381F	CMU000006F	CMU000019F	6.88	19.00	KEEP
CMU000340F	CMU000012F	CMU000002F	14.95	27.35	KEEP
CMU000343F	CMU000018F	CMU000012F	8.40	19.35	KEEP
CMU000336F	CMU000010F	CMU000012F	6.42	16.56	KEEP
CMU000378F	CMU000396F	CMU000019F	65.70	191.94	KEEP
CMU000358F	CMU000692F	CMU000037F	33.69	34.59	KEEP
CMU000270F	-	-	-	-	KEEP
CMU000349F	CMU000548F	CMU000554F	69.94	222.03	KEEP
CMU000367F	-	-	-	-	KEEP
CMU000380F	CMU000384F	CMU001022F	33.98	37.82	KEEP
CMU000355F	CMU000085F	CMU000006F	8.33	8.86	KEEP
CMU000357F	CMU000856F	CMU000019F	16.86	48.56	KEEP
CMU000359F	-	-	-	-	KEEP
CMU000362F	CMU000402F	CMU000069F	9.47	11.14	KEEP
CMU000372F	CMU001214F	CMU000102F	26.30	27.63	KEEP
CMU000383F	-	-	-	-	KEEP
CMU000385F	CMU000328F	CMU000287F	19.46	20.31	KEEP
CMU000371F	-	-	-	-	KEEP
CMU000384F	CMU000380F	CMU000372F	39.00	41.02	KEEP
CMU000368F	-	-	-	-	KEEP
CMU000313F	CMU000610F	CMU000019F	22.12	94.85	KEEP
CMU000382F	CMU000587F	CMU000008F	38.99	41.20	KEEP
CMU000350F	CMU000000F	CMU001675F	11.50	14.05	KEEP
CMU000389F	CMU000731F	CMU000091F	21.87	26.58	KEEP
CMU000322F	-	-	-	-	KEEP
CMU000373F	CMU000012F	CMU000034F	18.81	37.54	KEEP
CMU000354F	-	-	-	-	KEEP
CMU000397F	-	-	-	-	KEEP
CMU000392F	CMU000014F	CMU000002F	16.40	39.85	KEEP
CMU000391F	CMU000010F	CMU000134F	11.23	17.19	KEEP
CMU000393F	CMU000019F	CMU000031F	2.36	5.74	KEEP
CMU000401F	-	-	-	-	KEEP
CMU000356F	CMU000185F	CMU000421F	42.75	124.68	KEEP
CMU000360F	-	-	-	-	KEEP
CMU000379F	CMU001221F	CMU000019F	22.41	27.15	KEEP
CMU000405F	-	-	-	-	KEEP
CMU000444F	CMU000019F	CMU000025F	3.28	4.56	KEEP
CMU000398F	-	-	-	-	KEEP
CMU000377F	-	-	-	-	KEEP
CMU000369F	-	-	-	-	KEEP
CMU000376F	CMU000024F	CMU000474F	30.96	31.80	KEEP
CMU000390F	-	-	-	-	KEEP
CMU000418F	CMU000092F	CMU000006F	0.27	0.39	KEEP
CMU000396F	CMU000378F	CMU000019F	22.61	127.17	KEEP
CMU000395F	CMU000744F	CMU000015F	5.41	7.25	KEEP
CMU000363F	CMU000953F	CMU000327F	5.27	17.14	KEEP
CMU000386F	-	-	-	-	KEEP
CMU000431F	CMU000019F	CMU000017F	9.39	16.17	KEEP
CMU000449F	-	-	-	-	KEEP
CMU000403F	-	-	-	-	KEEP
CMU000409F	-	-	-	-	KEEP
CMU000402F	CMU000362F	CMU000252F	13.90	18.82	KEEP
CMU000420F	CMU000019F	CMU000626F	30.69	65.29	KEEP
CMU000419F	-	-	-	-	KEEP
CMU000414F	CMU000019F	CMU000031F	2.07	6.67	KEEP
CMU000399F	CMU000034F	CMU000012F	13.12	29.47	KEEP
CMU000272F	CMU000518F	CMU000743F	3.90	64.53	KEEP
CMU000421F	CMU000019F	CMU000356F	35.46	196.51	KEEP
CMU000408F	CMU000052F	CMU000019F	6.94	10.59	KEEP
CMU000411F	-	-	-	-	KEEP
CMU000410F	-	-	-	-	KEEP
CMU000451F	CMU000000F	CMU000002F	9.06	23.41	KEEP
CMU000432F	-	-	-	-	KEEP
CMU000425F	CMU000014F	CMU000012F	56.54	140.15	KEEP
CMU000400F	-	-	-	-	KEEP
CMU000422F	CMU000012F	CMU000014F	23.39	50.61	KEEP
CMU000415F	CMU000430F	CMU000134F	26.33	27.23	KEEP
CMU000413F	CMU000734F	CMU000018F	25.07	52.19	KEEP
CMU000441F	-	-	-	-	KEEP
CMU000427F	CMU000091F	CMU000031F	42.06	42.71	KEEP
CMU000388F	CMU000116F	CMU000000F	28.19	31.92	KEEP
CMU000438F	-	-	-	-	KEEP
CMU000281F	CMU000019F	CMU000002F	2.66	5.00	KEEP
CMU000479F	CMU000375F	CMU000025F	8.11	8.51	KEEP
CMU000406F	-	-	-	-	KEEP
CMU000416F	CMU000548F	CMU000019F	5.98	21.89	KEEP
CMU000433F	CMU000049F	CMU000959F	35.96	36.62	KEEP
CMU000443F	CMU000019F	CMU000037F	9.73	17.56	KEEP
CMU000426F	-	-	-	-	KEEP
CMU000442F	CMU000012F	CMU000018F	16.76	32.60	KEEP
CMU000417F	CMU000019F	CMU000009F	4.08	6.64	KEEP
CMU000446F	CMU000000F	CMU000014F	19.79	23.20	KEEP
CMU000437F	CMU001317F	CMU000701F	9.38	17.04	KEEP
CMU000467F	-	-	-	-	KEEP
CMU000430F	CMU000415F	CMU000134F	28.82	29.71	KEEP
CMU000423F	-	-	-	-	KEEP
CMU000516F	-	-	-	-	KEEP
CMU000466F	-	-	-	-	KEEP
CMU000474F	CMU000376F	CMU000008F	12.78	12.79	KEEP
CMU000463F	CMU000019F	CMU000031F	2.59	6.97	KEEP
CMU000440F	-	-	-	-	KEEP
CMU000374F	CMU000019F	CMU000056F	16.18	21.19	KEEP
CMU000468F	-	-	-	-	KEEP
CMU000495F	-	-	-	-	KEEP
CMU000436F	CMU000015F	CMU000029F	1.69	4.32	KEEP
CMU000458F	CMU000134F	CMU001442F	0.40	3.98	KEEP
CMU000447F	-	-	-	-	KEEP
CMU000475F	CMU000992F	CMU000139F	24.22	25.45	KEEP
CMU000490F	CMU000199F	CMU002978F	5.75	12.22	KEEP
CMU000456F	CMU000059F	CMU000304F	22.07	57.99	KEEP
CMU000471F	-	-	-	-	KEEP
CMU000450F	CMU000012F	CMU000014F	29.90	71.85	KEEP
CMU000457F	CMU000017F	CMU000019F	37.22	39.52	KEEP
CMU000453F	CMU000000F	CMU000019F	6.83	15.65	KEEP
CMU000509F	CMU000002F	CMU000000F	5.19	9.36	KEEP
CMU000462F	CMU000012F	CMU000055F	48.62	196.51	KEEP
CMU000464F	CMU000012F	CMU000134F	5.61	10.34	KEEP
CMU000478F	CMU000019F	CMU000027F	1.40	4.28	KEEP
CMU000407F	-	-	-	-	KEEP
CMU000424F	CMU000147F	CMU000091F	7.19	8.11	KEEP
CMU000480F	-	-	-	-	KEEP
CMU000461F	CMU000019F	CMU000330F	18.07	19.36	KEEP
CMU000477F	-	-	-	-	KEEP
CMU000429F	-	-	-	-	KEEP
CMU000452F	CMU000012F	CMU000014F	32.54	99.63	KEEP
CMU000473F	-	-	-	-	KEEP
CMU000225F	CMU000019F	CMU000031F	2.58	6.00	KEEP
CMU000483F	CMU000018F	CMU000012F	11.80	29.13	KEEP
CMU000493F	-	-	-	-	KEEP
CMU000504F	-	-	-	-	KEEP
CMU000470F	CMU001182F	CMU001194F	65.51	86.59	KEEP
CMU000496F	CMU001234F	CMU000019F	14.80	15.85	KEEP
CMU000503F	-	-	-	-	KEEP
CMU000517F	CMU000012F	CMU000055F	19.42	42.94	KEEP
CMU000524F	CMU000019F	CMU000027F	2.51	4.42	KEEP
CMU000488F	-	-	-	-	KEEP
CMU000534F	-	-	-	-	KEEP
CMU000502F	-	-	-	-	KEEP
CMU000486F	CMU000012F	CMU000002F	46.95	104.90	KEEP
CMU000484F	CMU000014F	CMU000012F	20.46	50.30	KEEP
CMU000476F	-	-	-	-	KEEP
CMU000481F	CMU000116F	CMU000019F	41.56	53.88	KEEP
CMU000512F	-	-	-	-	KEEP
CMU000494F	-	-	-	-	KEEP
CMU000510F	-	-	-	-	KEEP
CMU000497F	-	-	-	-	KEEP
CMU000526F	CMU000703F	CMU000061F	18.34	20.15	KEEP
CMU000472F	-	-	-	-	KEEP
CMU000487F	CMU000012F	CMU000018F	20.60	92.61	KEEP
CMU000508F	-	-	-	-	KEEP
CMU000507F	CMU000012F	CMU000018F	9.86	26.31	KEEP
CMU000500F	-	-	-	-	KEEP
CMU000445F	CMU000019F	CMU000597F	24.27	66.00	KEEP
CMU000505F	-	-	-	-	KEEP
CMU000515F	-	-	-	-	KEEP
CMU000498F	-	-	-	-	KEEP
CMU000520F	-	-	-	-	KEEP
CMU000501F	CMU000012F	CMU000010F	24.67	50.04	KEEP
CMU000521F	-	-	-	-	KEEP
CMU000531F	CMU000019F	CMU000027F	6.62	10.10	KEEP
CMU000530F	CMU000165F	CMU000019F	18.76	81.91	KEEP
CMU000533F	CMU000019F	CMU000100F	34.26	161.13	KEEP
CMU000499F	CMU000012F	CMU000014F	34.43	68.45	KEEP
CMU000491F	CMU000092F	CMU000059F	43.09	44.27	KEEP
CMU000518F	CMU000272F	CMU000743F	33.04	425.46	KEEP
CMU000519F	CMU000194F	CMU000019F	9.77	11.05	KEEP
CMU000527F	-	-	-	-	KEEP
CMU000537F	CMU000056F	CMU000019F	28.30	46.64	KEEP
CMU000570F	CMU000368F	CMU000012F	20.11	34.80	KEEP
CMU000561F	CMU000012F	CMU000014F	27.35	73.51	KEEP
CMU000536F	-	-	-	-	KEEP
CMU000554F	CMU000015F	CMU001644F	3.43	5.28	KEEP
CMU000511F	-	-	-	-	KEEP
CMU000552F	-	-	-	-	KEEP
CMU000525F	-	-	-	-	KEEP
CMU000460F	-	-	-	-	KEEP
CMU000557F	CMU000066F	CMU000021F	38.62	39.65	KEEP
CMU000566F	-	-	-	-	KEEP
CMU000549F	CMU000204F	CMU000146F	25.73	25.98	KEEP
CMU000412F	CMU000375F	CMU000023F	65.01	101.23	KEEP
CMU000545F	-	-	-	-	KEEP
CMU000565F	CMU000019F	CMU000116F	2.72	7.37	KEEP
CMU000539F	-	-	-	-	KEEP
CMU000568F	CMU000267F	CMU000092F	15.93	50.37	KEEP
CMU000550F	CMU000361F	CMU001009F	64.41	66.77	KEEP
CMU000555F	-	-	-	-	KEEP
CMU000654F	CMU000018F	CMU000012F	21.47	59.78	KEEP
CMU000529F	CMU001203F	CMU000016F	19.15	20.83	KEEP
CMU000574F	CMU000971F	CMU000410F	43.71	55.86	KEEP
CMU000541F	-	-	-	-	KEEP
CMU000582F	CMU000030F	CMU000018F	3.11	8.47	KEEP
CMU000575F	-	-	-	-	KEEP
CMU000602F	CMU001037F	CMU000374F	36.85	37.13	KEEP
CMU000563F	CMU000194F	CMU000079F	60.65	70.80	KEEP
CMU000542F	-	-	-	-	KEEP
CMU000585F	CMU000019F	CMU000037F	3.95	7.85	KEEP
CMU000559F	CMU000627F	CMU000019F	17.60	20.73	KEEP
CMU000528F	CMU000303F	CMU000012F	42.54	72.10	KEEP
CMU000562F	-	-	-	-	KEEP
CMU000599F	CMU001101F	CMU001349F	14.59	15.21	KEEP
CMU000580F	-	-	-	-	KEEP
CMU000572F	-	-	-	-	KEEP
CMU000594F	-	-	-	-	KEEP
CMU000523F	-	-	-	-	KEEP
CMU000551F	CMU000012F	CMU000014F	38.04	97.37	KEEP
CMU000567F	-	-	-	-	KEEP
CMU000543F	-	-	-	-	KEEP
CMU000553F	-	-	-	-	KEEP
CMU000564F	-	-	-	-	KEEP
CMU000560F	-	-	-	-	KEEP
CMU000586F	CMU000015F	CMU001727F	21.37	28.41	KEEP
CMU000579F	CMU000757F	CMU000859F	48.66	51.40	KEEP
CMU000578F	CMU000727F	CMU000019F	54.18	56.45	KEEP
CMU000666F	CMU000901F	CMU000124F	27.57	28.13	KEEP
CMU000234F	CMU000000F	CMU000002F	3.59	7.37	KEEP
CMU000577F	CMU000010F	CMU000000F	7.89	40.76	KEEP
CMU000587F	CMU000382F	CMU000044F	67.90	89.99	KEEP
CMU000548F	CMU000349F	CMU000736F	65.35	265.73	KEEP
CMU000538F	-	-	-	-	KEEP
CMU000595F	CMU000012F	CMU000018F	34.00	82.71	KEEP
CMU000556F	-	-	-	-	KEEP
CMU000598F	CMU001878F	CMU000070F	16.19	34.71	KEEP
CMU000584F	-	-	-	-	KEEP
CMU000596F	-	-	-	-	KEEP
CMU000532F	-	-	-	-	KEEP
CMU000569F	CMU001005F	CMU000314F	31.65	32.51	KEEP
CMU000590F	CMU000277F	CMU000091F	5.97	7.37	KEEP
CMU000618F	CMU001290F	CMU000012F	38.33	42.47	KEEP
CMU000588F	CMU000012F	CMU000199F	13.95	23.20	KEEP
CMU000609F	-	-	-	-	KEEP
CMU000620F	CMU000142F	CMU000019F	53.64	57.18	KEEP
CMU000589F	CMU000000F	CMU000002F	1.80	7.18	KEEP
CMU000608F	CMU000226F	CMU000901F	47.75	55.80	KEEP
CMU000404F	CMU000397F	CMU000014F	37.63	98.08	KEEP
CMU000622F	CMU000714F	CMU000019F	59.88	93.27	KEEP
CMU000571F	CMU000627F	CMU000019F	15.16	40.90	KEEP
CMU000601F	CMU002065F	CMU000002F	15.54	32.90	KEEP
CMU000613F	-	-	-	-	KEEP
CMU000576F	CMU000012F	CMU000055F	39.47	67.70	KEEP
CMU000610F	CMU000313F	CMU000019F	41.83	130.63	KEEP
CMU000623F	CMU000010F	CMU000055F	16.86	87.28	KEEP
CMU000641F	CMU000660F	CMU000092F	43.12	48.53	KEEP
CMU000649F	-	-	-	-	KEEP
CMU000642F	-	-	-	-	KEEP
CMU000656F	CMU000019F	CMU000031F	0.77	1.65	KEEP
CMU000616F	CMU001321F	CMU000205F	36.87	37.14	KEEP
CMU000667F	CMU000055F	CMU000014F	13.31	28.23	KEEP
CMU000614F	-	-	-	-	KEEP
CMU000681F	-	-	-	-	KEEP
CMU000628F	CMU000282F	CMU000838F	36.40	36.71	KEEP
CMU000626F	CMU000420F	CMU000748F	18.83	87.29	KEEP
CMU000615F	CMU000143F	CMU000017F	48.52	89.52	KEEP
CMU000604F	-	-	-	-	KEEP
CMU000633F	CMU000034F	CMU000000F	6.15	16.23	KEEP
CMU000606F	CMU000024F	CMU000012F	37.34	103.41	KEEP
CMU000639F	CMU000019F	CMU000037F	0.44	1.15	KEEP
CMU000607F	CMU000019F	CMU001033F	20.26	21.21	KEEP
CMU000544F	CMU000067F	CMU000019F	48.95	53.36	KEEP
CMU000593F	-	-	-	-	KEEP
CMU000669F	CMU000010F	CMU000002F	16.02	32.07	KEEP
CMU000612F	CMU000142F	CMU000092F	26.69	28.06	KEEP
CMU000677F	CMU000019F	CMU000133F	11.04	11.71	KEEP
CMU000546F	CMU000806F	CMU000019F	42.47	153.94	KEEP
CMU000632F	-	-	-	-	KEEP
CMU000665F	-	-	-	-	KEEP
CMU000597F	CMU000250F	CMU000019F	59.57	65.85	KEEP
CMU000658F	-	-	-	-	KEEP
CMU000603F	CMU000002F	CMU000000F	5.62	10.82	KEEP
CMU000629F	CMU000019F	CMU000031F	2.02	3.13	KEEP
CMU000600F	CMU000199F	CMU000012F	11.36	27.79	KEEP
CMU000653F	-	-	-	-	KEEP
CMU000619F	-	-	-	-	KEEP
CMU000611F	CMU000021F	CMU000019F	2.17	3.91	KEEP
CMU000661F	-	-	-	-	KEEP
CMU000688F	-	-	-	-	KEEP
CMU000636F	-	-	-	-	KEEP
CMU000720F	CMU000199F	CMU000012F	29.24	59.16	KEEP
CMU000659F	-	-	-	-	KEEP
CMU000664F	CMU000109F	CMU000098F	47.43	157.12	KEEP
CMU000674F	CMU000012F	CMU000014F	17.40	52.43	KEEP
CMU000638F	-	-	-	-	KEEP
CMU000685F	CMU000012F	CMU000632F	50.62	89.22	KEEP
CMU000693F	-	-	-	-	KEEP
CMU000605F	-	-	-	-	KEEP
CMU000617F	CMU001012F	CMU000188F	4.63	14.13	KEEP
CMU000634F	-	-	-	-	KEEP
CMU000682F	CMU000058F	CMU000092F	20.64	20.70	KEEP
CMU000644F	CMU000019F	CMU000002F	7.55	15.75	KEEP
CMU000643F	-	-	-	-	KEEP
CMU000679F	-	-	-	-	KEEP
CMU000648F	-	-	-	-	KEEP
CMU000635F	CMU000832F	CMU000019F	25.90	26.33	KEEP
CMU000646F	-	-	-	-	KEEP
CMU000695F	CMU000153F	CMU000304F	44.52	45.28	KEEP
CMU000689F	CMU000014F	CMU000012F	44.16	93.92	KEEP
CMU000660F	CMU000641F	CMU000092F	33.61	40.01	KEEP
CMU000672F	-	-	-	-	KEEP
CMU000662F	-	-	-	-	KEEP
